OncotreePrimaryDisease,Drug,F-statistic,p-value,Higher in,name,moa,target
Pancreatic Adenocarcinoma,BRD-K22662557-300-01-7::2.5::HTS,4.845071406075067,0.028134691563064293,Pancreatic Adenocarcinoma,WIN-64338,bradykinin receptor antagonist,BDKRB2
Pancreatic Adenocarcinoma,BRD-K23082237-003-01-5::2.5::HTS,6.926162947183049,0.008731094026563897,Other Types,butaclamol,dopamine receptor antagonist,"DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR2A"
Pancreatic Adenocarcinoma,BRD-K23363278-001-02-1::2.5::HTS,9.119364145483148,0.0026440554967634266,Pancreatic Adenocarcinoma,CYT-997,tubulin polymerization inhibitor,TUBB
Pancreatic Adenocarcinoma,BRD-K23672206-001-01-4::2.5::HTS,5.430490948342708,0.020144960423730394,Pancreatic Adenocarcinoma,BCI-540,glutamate receptor agonist,
Pancreatic Adenocarcinoma,BRD-K23677682-003-01-2::2.5::HTS,4.572814433833692,0.032913678232905016,Pancreatic Adenocarcinoma,voreloxin,topoisomerase inhibitor,TOP2A
Pancreatic Adenocarcinoma,BRD-K23925186-001-02-8::2.51::HTS,7.555741525357838,0.0061867182758499105,Pancreatic Adenocarcinoma,oridonin,BCL inhibitor,BCL2
Pancreatic Adenocarcinoma,BRD-K24187789-001-01-7::2.5::HTS,4.6547723574660615,0.031392712269937,Pancreatic Adenocarcinoma,VU0238429,acetylcholine receptor allosteric modulator,CHRM5
Pancreatic Adenocarcinoma,BRD-K24297741-001-05-2::2.5::HTS,5.076721407823223,0.024658764423815323,Other Types,urethane,local anesthetic,
Pancreatic Adenocarcinoma,BRD-K24771047-001-01-6::2.5::HTS,3.8884098055370866,0.04911747192999312,Other Types,ampalex,glutamate receptor agonist,"GRIA1, GRIA2, GRIA3, GRIA4"
Pancreatic Adenocarcinoma,BRD-K24821794-001-01-4::2.5::HTS,6.4314010567800235,0.011483630159128783,Pancreatic Adenocarcinoma,SGC-CBP30,bromodomain inhibitor,"CREBBP, EP300"
Pancreatic Adenocarcinoma,BRD-K25114078-003-08-1::2.5::HTS,4.081402735072777,0.043834076829822786,Other Types,aminoguanidine,nitric oxide synthase inhibitor,NOS2
Pancreatic Adenocarcinoma,BRD-K25340465-001-11-1::2.58::HTS,4.074886438908844,0.04403020734733024,Pancreatic Adenocarcinoma,OSI-930,"KIT inhibitor, VEGFR inhibitor","KDR, KIT"
Pancreatic Adenocarcinoma,BRD-K25486274-300-01-0::2.5::HTS,6.3297982429299475,0.012151652670541618,Other Types,DRF053-(R),CDK inhibitor,CSNK1A1
Pancreatic Adenocarcinoma,BRD-K26581543-001-01-6::2.5::HTS,6.378986848755422,0.011826648734374124,Pancreatic Adenocarcinoma,bifendate,,
Pancreatic Adenocarcinoma,BRD-K26667523-001-02-5::2.5::HTS,14.13528240143736,0.00018819795984901017,Other Types,TAK-733,MEK inhibitor,MAP2K1
Pancreatic Adenocarcinoma,BRD-K26756394-001-02-2::2.5::HTS,10.050140164115204,0.0016067721881672084,Pancreatic Adenocarcinoma,VE-821,ATR kinase inhibitor,ATR
Pancreatic Adenocarcinoma,BRD-K26997899-001-02-2::2.5::HTS,5.883925637519019,0.015593551037864058,Pancreatic Adenocarcinoma,D-64131,microtubule inhibitor,TUBB
Pancreatic Adenocarcinoma,BRD-K27184429-300-01-3::2.5::HTS,4.667066249056348,0.031168390292926562,Pancreatic Adenocarcinoma,levocetirizine,histamine receptor antagonist,HRH1
Pancreatic Adenocarcinoma,BRD-K27316855-001-13-3::2.44::HTS,4.932105295469614,0.02678573511715653,Other Types,calcitriol,vitamin D receptor agonist,VDR
Pancreatic Adenocarcinoma,BRD-K27955832-001-02-9::2.5::HTS,6.108180348664056,0.0137526311542451,Pancreatic Adenocarcinoma,lomeguatrib,O6-alkylguanine-DNA alkyltransferase inhibitor,MGMT
Pancreatic Adenocarcinoma,BRD-K28059174-334-01-2::2.5::HTS,4.086488930943149,0.043714684914977826,Other Types,INCB-003284,CC chemokine receptor antagonist,
Pancreatic Adenocarcinoma,BRD-K28183345-003-11-4::2.5::HTS,16.577778821586154,5.339805963830893e-05,Pancreatic Adenocarcinoma,proguanil,dihydrofolate reductase inhibitor,DHFR
Pancreatic Adenocarcinoma,BRD-K28761384-300-01-0::2.5::HTS,4.518648709772127,0.03396271007383845,Other Types,zuclopenthixol,dopamine receptor antagonist,"ADRA1A, ADRA2A, DRD1, DRD2, DRD5, HRH1, HTR2A"
Pancreatic Adenocarcinoma,BRD-K28822270-001-01-1::2.5::HTS,9.616922974011331,0.002026013396457456,Pancreatic Adenocarcinoma,resminostat,HDAC inhibitor,"HDAC1, HDAC3, HDAC6, HDAC8"
Pancreatic Adenocarcinoma,BRD-K28824103-001-02-8::2.5::HTS,9.387371212354651,0.002296417823347823,Pancreatic Adenocarcinoma,genipin,choleretic agent,
Pancreatic Adenocarcinoma,BRD-K28965160-001-01-1::2.5::HTS,6.767120615424709,0.009533429950480274,Other Types,BVD-523,MAP kinase inhibitor,
Pancreatic Adenocarcinoma,BRD-K29359156-001-30-1::2.5::HTS,5.75641919104035,0.016753163850150948,Pancreatic Adenocarcinoma,ebselen,"cyclooxygenase inhibitor, glutathione peroxidase agonist, H+/K+-ATPase inhibitor, nitric oxide synthase inhibitor",ALB
Pancreatic Adenocarcinoma,BRD-K29905972-001-06-3::2.5::HTS,3.866226718943764,0.04976602172570613,Pancreatic Adenocarcinoma,axitinib,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor","CSF1, FLT1, FLT4, KDR, PLK4"
Pancreatic Adenocarcinoma,BRD-K29968218-001-03-2::2.5::HTS,9.269151287843304,0.002441156468167625,Pancreatic Adenocarcinoma,KX2-391,"src inhibitor, tubulin polymerization inhibitor",SRC
Pancreatic Adenocarcinoma,BRD-K30553453-001-13-2::2.5::HTS,3.860946658457373,0.04992172347561307,Pancreatic Adenocarcinoma,hesperetin,ACAT inhibitor,"DGAT1, MTTP, SOAT1, SOAT2"
Pancreatic Adenocarcinoma,BRD-K30933884-001-01-0::2.5::HTS,6.399309840502629,0.011690097280076991,Pancreatic Adenocarcinoma,UNBS-5162,CC chemokine receptor antagonist,
Pancreatic Adenocarcinoma,BRD-K31553034-001-03-0::2.5::HTS,5.450434737620934,0.019917243913536414,Pancreatic Adenocarcinoma,zibotentan,endothelin receptor antagonist,EDNRA
Pancreatic Adenocarcinoma,BRD-K32007074-001-02-9::3.16::HTS,3.874180190618079,0.049546330046243266,Other Types,enocitabine,DNA synthesis inhibitor,"CMPK1, RRM1, TYMS"
Pancreatic Adenocarcinoma,BRD-K32285926-001-02-1::2.5::HTS,3.868807915712678,0.04969190105796569,Other Types,AMG-208,tyrosine kinase inhibitor,MET
Pancreatic Adenocarcinoma,BRD-K32292990-001-03-6::2.5::HTS,4.152690986564621,0.042042946347177694,Other Types,CGP-53353,"EGFR inhibitor, PKC inhibitor","EGFR, PRKCB"
Pancreatic Adenocarcinoma,BRD-K32730239-001-01-0::2.5::HTS,7.253233231584351,0.007289775097473612,Pancreatic Adenocarcinoma,SU3327,JNK inhibitor,MAPK8
Pancreatic Adenocarcinoma,BRD-K33226500-001-01-0::2.5::HTS,4.673910801263224,0.031053905188235073,Other Types,indinavir,HIV protease inhibitor,"CYP3A4, CYP3A5, CYP3A7"
Pancreatic Adenocarcinoma,BRD-K33379087-001-07-5::2.5::HTS,4.181827300094654,0.041333313564042407,Pancreatic Adenocarcinoma,tivantinib,tyrosine kinase inhibitor,MET
Pancreatic Adenocarcinoma,BRD-K33425534-001-12-5::2.5::HTS,6.8951497701889695,0.008882787494849997,Pancreatic Adenocarcinoma,exemestane,aromatase inhibitor,CYP19A1
Pancreatic Adenocarcinoma,BRD-K33588785-001-01-9::2.5::HTS,4.9995897905696385,0.02576488509641937,Other Types,obidoxime,cholinesterase reactivator,ACHE
Pancreatic Adenocarcinoma,BRD-K33690734-001-01-5::2.5::HTS,5.864096788118912,0.01576998779465387,Pancreatic Adenocarcinoma,5-BDBD,purinergic receptor antagonist,P2RX4
Pancreatic Adenocarcinoma,BRD-K33809398-001-01-8::2.5::HTS,5.418536348021954,0.0203010066880747,Other Types,SCMC-Lys,mucolytic agent,GSTP1
Pancreatic Adenocarcinoma,BRD-K34157611-001-16-0::2.5::HTS,5.749234753495537,0.016827011851421932,Other Types,cimetidine,histamine receptor antagonist,"HRH2, SLC29A4, SLC47A1, SLC47A2"
Pancreatic Adenocarcinoma,BRD-K35960502-001-20-0::2.5::HTS,5.299707714961077,0.02169694946747254,Pancreatic Adenocarcinoma,niclosamide,"DNA replication inhibitor, STAT inhibitor",STAT3
Pancreatic Adenocarcinoma,BRD-K37590257-001-02-8::2.5::HTS,9.137854305839308,0.0026212820114895176,Other Types,GSK256066,phosphodiesterase inhibitor,PDE4A
Pancreatic Adenocarcinoma,BRD-K37682401-001-09-3::2.44::HTS,4.811321014362001,0.028708612765172625,Other Types,piromidic-acid,bacterial DNA gyrase inhibitor,
Pancreatic Adenocarcinoma,BRD-K37687095-001-06-9::2.5::HTS,14.084297270743676,0.0001929664633719953,Other Types,AZD8330,MEK inhibitor,
Pancreatic Adenocarcinoma,BRD-K37694030-003-12-7::2.5::HTS,6.123869949885421,0.013631911693002386,Pancreatic Adenocarcinoma,doxepin,histamine receptor antagonist,"ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HRH2, HRH4, HTR1A, HTR2A, HTR2B, HTR2C, HTR6, KCNH2, SLC6A2, SLC6A4"
Pancreatic Adenocarcinoma,BRD-K37714784-305-02-1::2.5::HTS,4.171684422946343,0.04157271208061266,Other Types,ABT-724,dopamine receptor agonist,DRD4
Pancreatic Adenocarcinoma,BRD-K37846922-001-09-4::0.25::HTS,5.659684691394421,0.01770199443597673,Pancreatic Adenocarcinoma,"3,3'-diindolylmethane","CHK inhibitor, cytochrome P450 activator, indoleamine 2,3-dioxygenase inhibitor","AR, HIF1A, IFNG, PI3"
Pancreatic Adenocarcinoma,BRD-K38323065-001-19-9::2.5::HTS,4.0185882222585505,0.04548486611641846,Pancreatic Adenocarcinoma,phenacetin,cyclooxygenase inhibitor,PTGS1
Pancreatic Adenocarcinoma,BRD-K38332599-001-01-3::2.5::HTS,7.529434224184731,0.006264860308192336,Pancreatic Adenocarcinoma,uprosertib,AKT inhibitor,"AKT1, AKT2, AKT3"
Pancreatic Adenocarcinoma,BRD-K38548312-001-01-0::2.5::HTS,4.612354559932494,0.03217165980817601,Pancreatic Adenocarcinoma,VER-49009,HSP inhibitor,HSP90AA1
Pancreatic Adenocarcinoma,BRD-K38580127-003-15-4::2.5::HTS,6.346611676492779,0.012044961491273848,Other Types,serotonin,growth factor receptor activator,"DRD1, DRD5, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR3A, HTR3B, HTR4, HTR5A, HTR6, HTR7, SLC36A1"
Pancreatic Adenocarcinoma,BRD-K38860038-001-01-2::2.5::HTS,12.302697600148639,0.0004891428261085062,Pancreatic Adenocarcinoma,JK-184,hedgehog pathway inhibitor,
Pancreatic Adenocarcinoma,BRD-K38903228-001-13-5::2.5::HTS,4.066805851821542,0.04420902071016817,Pancreatic Adenocarcinoma,hesperidin,flavanone glycoside,CACNA1B
Pancreatic Adenocarcinoma,BRD-K39079086-001-07-6::2.5::HTS,4.365300662944365,0.03713363873075706,Other Types,cinchonidine,P glycoprotein inhibitor,
Pancreatic Adenocarcinoma,BRD-K39670393-303-02-1::2.5::HTS,5.2231232931099925,0.02266001803725766,Other Types,amthamine,histamine receptor agonist,HRH2
Pancreatic Adenocarcinoma,BRD-K40366680-001-03-3::2.5::HTS,4.09323926789552,0.04353131781636609,Pancreatic Adenocarcinoma,CAY10505,PI3K inhibitor,PIK3CG
Pancreatic Adenocarcinoma,BRD-K40496271-396-01-1::2.34::HTS,3.942964379708521,0.04758454221922627,Pancreatic Adenocarcinoma,eltrombopag,thrombopoietin receptor agonist,MPL
Pancreatic Adenocarcinoma,BRD-K40654626-236-01-5::2.5::HTS,7.278180268175477,0.007202988334660176,Pancreatic Adenocarcinoma,ditiocarb-sodium-trihydrate,immunostimulant,"CA1, CA2, CA4"
Pancreatic Adenocarcinoma,BRD-K41278234-001-03-0::2.5::HTS,4.895773315042421,0.027329501087589598,Pancreatic Adenocarcinoma,CUDC-101,EGFR inhibitor,"EGFR, ERBB2"
Pancreatic Adenocarcinoma,BRD-K41298358-395-03-4::2.46::HTS,3.9619769367135595,0.047054119292032036,Other Types,tetraethylenepentamine,superoxide dismutase inhibitor,"SOD1, SOD2"
Pancreatic Adenocarcinoma,BRD-K41524689-001-23-5::2.5::HTS,7.608295986853786,0.006004785244016438,Other Types,paracetamol,cyclooxygenase inhibitor,"FAAH, PTGS1, PTGS2, TRPV1"
Pancreatic Adenocarcinoma,BRD-K41599323-001-02-3::2.5::HTS,6.362973795139856,0.01192857470959582,Pancreatic Adenocarcinoma,lonafarnib,farnesyltransferase inhibitor,"FNTA, HRAS, KRAS, NRAS"
Pancreatic Adenocarcinoma,BRD-K42098891-003-20-5::2.5::HTS,9.79603804521718,0.0018423556271750495,Other Types,protriptyline,tricyclic antidepressant,"SLC6A2, SLC6A4"
Pancreatic Adenocarcinoma,BRD-K42191735-001-05-3::2.5::HTS,7.195984365161732,0.007521719917092147,Pancreatic Adenocarcinoma,buparlisib,PI3K inhibitor,"PIK3CA, PIK3CG"
Pancreatic Adenocarcinoma,BRD-K42417338-045-01-9::2.5::HTS,5.509598092813532,0.0192686110272823,Other Types,butorphanol-(+)-tartrate,"opioid receptor agonist, opioid receptor antagonist","OPRD1, OPRK1, OPRM1"
Pancreatic Adenocarcinoma,BRD-K42497885-001-01-1::2.5::HTS,5.239514489917328,0.02246036672346623,Pancreatic Adenocarcinoma,satraplatin,DNA alkylating agent,
Pancreatic Adenocarcinoma,BRD-K44273375-001-25-0::2.5::HTS,8.566055329695368,0.003567536557022933,Other Types,tolnaftate,fungal squalene epoxidase inhibitor,
Pancreatic Adenocarcinoma,BRD-K45168550-001-01-9::2.5::HTS,6.998381662030255,0.00839083147157033,Pancreatic Adenocarcinoma,SB-756050,G protein-coupled receptor agonist,GPBAR1
Pancreatic Adenocarcinoma,BRD-K45909031-001-01-5::2.5::HTS,11.960349281968202,0.0005849125008832297,Pancreatic Adenocarcinoma,WZ4003,AMPK inhibitor,"NUAK1, NUAK2"
Pancreatic Adenocarcinoma,BRD-K46428823-001-02-5::2.5::HTS,4.460426223928643,0.03513344292653176,Other Types,liothyronine-(isomer),,
Pancreatic Adenocarcinoma,BRD-K46766488-003-02-0::2.5::HTS,4.276970644421085,0.03909569301291368,Other Types,S-14506,serotonin receptor agonist,HTR1A
Pancreatic Adenocarcinoma,BRD-K47192521-001-05-4::0.25::HTS,7.846906238762399,0.005267701904475571,Pancreatic Adenocarcinoma,icosapent,platelet aggregation inhibitor,"ACSL3, ACSL4, FADS1, FFAR1, PPARD, PPARG, PTGS1, PTGS2, SLC8A1, TRPV1"
Pancreatic Adenocarcinoma,BRD-K47832606-001-30-1::2.5::HTS,4.997277218665321,0.025784852702226465,Pancreatic Adenocarcinoma,floxuridine,DNA synthesis inhibitor,TYMS
Pancreatic Adenocarcinoma,BRD-K47869605-001-32-0::2.5::HTS,4.455821276430353,0.035236483659747714,Pancreatic Adenocarcinoma,podophyllotoxin,"microtubule inhibitor, tubulin polymerization inhibitor","IGF1R, TOP2A, TUBA4A, TUBB"
Pancreatic Adenocarcinoma,BRD-K48443249-001-01-0::2.5::HTS,9.06602175173423,0.0027216610257802397,Pancreatic Adenocarcinoma,CNX-774,Bruton's tyrosine kinase (BTK) inhibitor,BTK
Pancreatic Adenocarcinoma,BRD-K48894757-001-01-8::2.5::HTS,5.028068770008061,0.025340281170229875,Other Types,laropiprant,prostanoid receptor antagonist,"PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGFR, PTGIR, TBXA2R"
Pancreatic Adenocarcinoma,BRD-K49215523-001-04-2::2.5::HTS,6.157738270758054,0.013380403965935837,Pancreatic Adenocarcinoma,GSK2636771,PI3K inhibitor,PIK3CB
Pancreatic Adenocarcinoma,BRD-K49865102-001-08-4::2.5::HTS,19.113605345110773,1.472702072655321e-05,Other Types,PD-0325901,MEK inhibitor,MAP2K1
Pancreatic Adenocarcinoma,BRD-K50417881-003-17-4::2.5::HTS,5.034494683494357,0.025241534021887727,Other Types,eticlopride,dopamine receptor antagonist,"DRD2, DRD3, DRD4"
Pancreatic Adenocarcinoma,BRD-K50677762-001-01-5::2.5::HTS,4.4707634111341115,0.03492565518692859,Pancreatic Adenocarcinoma,oxiracetam,acetylcholine receptor agonist,
Pancreatic Adenocarcinoma,BRD-K50817623-303-05-7::2.5::HTS,4.433877532395957,0.0357039670114172,Pancreatic Adenocarcinoma,pancuronium,acetylcholine receptor antagonist,"CHRM2, CHRM3, CHRNA1, CHRNA2"
Pancreatic Adenocarcinoma,BRD-K51143828-003-03-1::2.5::HTS,4.924473875642201,0.02689680963635551,Other Types,lurasidone,"dopamine receptor antagonist, serotonin receptor antagonist","ADRA2A, ADRA2C, DRD2, HTR1A, HTR2A, HTR7"
Pancreatic Adenocarcinoma,BRD-K52075715-001-06-7::2.5::HTS,4.140395123732926,0.04234022606735252,Pancreatic Adenocarcinoma,oxibendazole,tubulin polymerization inhibitor,"TUBB, TUBB4B"
Pancreatic Adenocarcinoma,BRD-K52256627-300-06-6::2.5::HTS,8.99948507235033,0.002821330138911475,Pancreatic Adenocarcinoma,chlorhexidine,membrane integrity inhibitor,
Pancreatic Adenocarcinoma,BRD-K52313696-001-12-3::2.5::HTS,7.456049174136112,0.006529311010425148,Pancreatic Adenocarcinoma,tacedinaline,HDAC inhibitor,HDAC1
Pancreatic Adenocarcinoma,BRD-K52911425-001-09-8::2.5::HTS,5.490699717647687,0.019465600075374463,Other Types,GDC-0941,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG"
Pancreatic Adenocarcinoma,BRD-K53083666-001-01-0::2.5::HTS,4.4567197308660145,0.03522401242481242,Other Types,"1,5-dicaffeoylquinic-acid",,
Pancreatic Adenocarcinoma,BRD-K53561341-001-07-5::2.5::HTS,7.0877323909435095,0.007985183860958589,Pancreatic Adenocarcinoma,aurora-a-inhibitor-i,Aurora kinase inhibitor,AURKA
Pancreatic Adenocarcinoma,BRD-K53665955-001-03-0::2.5::HTS,3.8948741802357256,0.04892749081021005,Pancreatic Adenocarcinoma,MK-5108,Aurora kinase inhibitor,"AURKA, AURKB, AURKC"
Pancreatic Adenocarcinoma,BRD-K54095730-001-03-1::2.5::HTS,6.1226103764776925,0.013643116505981701,Pancreatic Adenocarcinoma,CMPD-1,p38 MAPK inhibitor,"GNRHR, MAPK14"
Pancreatic Adenocarcinoma,BRD-K54262262-001-09-0::2.5::HTS,9.665590366364901,0.001974475717415756,Pancreatic Adenocarcinoma,monobenzone,melanin inhibitor,TYR
Pancreatic Adenocarcinoma,BRD-K54824716-001-04-0::2.5::HTS,8.30532077249606,0.00410507089834433,Other Types,procodazole,immunostimulant,
Pancreatic Adenocarcinoma,BRD-K54997624-001-06-0::2.5::HTS,6.131416384127242,0.013573438055552518,Other Types,alpelisib,PI3K inhibitor,"PIK3CA, PIK3CB, PIK3CD, PIK3CG"
Pancreatic Adenocarcinoma,BRD-K56156805-001-09-6::2.5::HTS,4.7265561346168505,0.030129106233585494,Pancreatic Adenocarcinoma,benznidazole,DNA synthesis inhibitor,
Pancreatic Adenocarcinoma,BRD-K57080016-001-15-9::2.5::HTS,12.692330225807419,0.00039833479259140025,Other Types,selumetinib,MEK inhibitor,MAP2K1
Pancreatic Adenocarcinoma,BRD-K57136142-001-02-4::2.5::HTS,4.228446872146689,0.04021714110282921,Pancreatic Adenocarcinoma,CCT129202,Aurora kinase inhibitor,"AURKA, AURKB, AURKC"
Pancreatic Adenocarcinoma,BRD-K57179821-001-15-4::2.5::HTS,4.266509270504301,0.03933185361852962,Other Types,crotamiton,antipruritic,
Pancreatic Adenocarcinoma,BRD-K57371763-001-01-7::2.5::HTS,5.005187627565236,0.025664100265825607,Pancreatic Adenocarcinoma,fidaxomicin,RNA polymerase inhibitor,
Pancreatic Adenocarcinoma,BRD-K57718010-001-11-9::2.5::HTS,5.318050066833409,0.02146864107330803,Other Types,pentylenetetrazol,GABA receptor antagonist,
Pancreatic Adenocarcinoma,BRD-K57927309-001-01-7::2.5::HTS,4.433872466628241,0.035679486069711,Other Types,BW-180C,opioid receptor agonist,"OPRD1, OPRM1"
Pancreatic Adenocarcinoma,BRD-K58049875-001-04-7::2.5::HTS,15.007389520472723,0.00011979628144550806,Pancreatic Adenocarcinoma,thiostrepton,"FOXM1 inhibitor, protein synthesis inhibitor",FOXM1
Pancreatic Adenocarcinoma,BRD-K58501140-002-01-0::2.5::HTS,7.906977644711643,0.00509705700364499,Pancreatic Adenocarcinoma,TAK-875,insulin secretagogue,FFAR1
Pancreatic Adenocarcinoma,BRD-K58513245-304-02-7::2.5::HTS,3.8866616034493195,0.049192757250792356,Other Types,pamidronate,bone resorption inhibitor,FDPS
Pancreatic Adenocarcinoma,BRD-K58770988-001-01-8::2.5::HTS,7.606416351033555,0.006006394813019132,Pancreatic Adenocarcinoma,NMS-E973,HSP inhibitor,
Pancreatic Adenocarcinoma,BRD-K59369769-001-20-3::2.5::HTS,4.095531131410095,0.043469395524796034,Pancreatic Adenocarcinoma,tozasertib,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor","AURKA, AURKB, AURKC, LCK"
Pancreatic Adenocarcinoma,BRD-K59831625-001-01-6::2.5::HTS,4.909457909668639,0.02710996056593119,Pancreatic Adenocarcinoma,LDN-212854,bone morphogenic protein inhibitor,"ABL1, ACVR1, RIPK2"
Pancreatic Adenocarcinoma,BRD-K61195623-001-01-4::2.5::HTS,3.8755668633574247,0.049484757079443754,Pancreatic Adenocarcinoma,combretastatin-A-4,tubulin polymerization inhibitor,
Pancreatic Adenocarcinoma,BRD-K61323504-001-04-0::2.5::HTS,7.67216486941941,0.005796679504110909,Pancreatic Adenocarcinoma,SB-225002,CC chemokine receptor antagonist,CXCR2
Pancreatic Adenocarcinoma,BRD-K61443650-236-13-1::2.5::HTS,15.63622111678339,8.657632337083119e-05,Pancreatic Adenocarcinoma,thiomersal,other antibiotic,OXCT1
Pancreatic Adenocarcinoma,BRD-K61585876-001-01-0::2.5::HTS,5.862153364928044,0.01578552309690331,Pancreatic Adenocarcinoma,3-carboxy-4-hydroxyphenylglycine-(S),glutamate receptor antagonist,"GRM1, GRM5"
Pancreatic Adenocarcinoma,BRD-K61642990-001-01-0::2.5::HTS,4.735578953209427,0.029966676925444986,Pancreatic Adenocarcinoma,FERb-033,EGFR inhibitor,ERBB2
Pancreatic Adenocarcinoma,BRD-K61691541-001-01-1::2.5::HTS,8.524182706033676,0.0036463544973728756,Other Types,PF-03084014,gamma secretase inhibitor,
Pancreatic Adenocarcinoma,BRD-K62200014-003-10-5::2.5::HTS,7.867993318401625,0.005209410041095587,Pancreatic Adenocarcinoma,anagrelide,phosphodiesterase inhibitor,PDE3A
Pancreatic Adenocarcinoma,BRD-K62427771-001-01-0::2.5::HTS,4.271933928871346,0.039210807343668046,Pancreatic Adenocarcinoma,AS-77,potassium channel blocker,"KCNA3, KCNA5, KCNN4"
Pancreatic Adenocarcinoma,BRD-K62627508-001-01-5::2.5::HTS,10.7588860568531,0.0011022909719728543,Pancreatic Adenocarcinoma,idasanutlin,MDM inhibitor,"MDM2, TP53"
Pancreatic Adenocarcinoma,BRD-K62696033-001-01-4::2.5::HTS,8.528684613324952,0.0036369720475188964,Pancreatic Adenocarcinoma,G-1,G protein-coupled receptor agonist,GPER1
Pancreatic Adenocarcinoma,BRD-K62965247-001-04-9::2.5::HTS,6.834267434943962,0.009184512519286068,Pancreatic Adenocarcinoma,tipifarnib,farnesyltransferase inhibitor,"FNTA, FNTB"
Pancreatic Adenocarcinoma,BRD-K63126190-003-01-6::2.5::HTS,9.108144301373692,0.0026639213170411864,Other Types,epinephrine,"adrenergic receptor agonist, neurotransmitter","ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF"
Pancreatic Adenocarcinoma,BRD-K63516691-003-02-0::2.5::HTS,4.96390071084383,0.026282463986935536,Other Types,T-0156,phosphodiesterase inhibitor,PDE5A
Pancreatic Adenocarcinoma,BRD-K63630713-001-25-8::2.5::HTS,8.288636402929146,0.004142669671392895,Pancreatic Adenocarcinoma,etacrynic-acid,sodium/potassium/chloride transporter inhibitor,"ATP1A1, SLC12A1"
